sseqid	description	tax_id	tax_name	name_id
CAH2099452.1				
CAI6376720.1				
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
CAB3260931.1				
XP_048248519.1	tigger transposable element-derived protein 6-like	Haliotis rufescens	6454	LOC125378012
CAI6370435.1				
XP_023237227.1	tigger transposable element-derived protein 4-like	Centruroides sculpturatus	218467	LOC111636250
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
CAI6374924.1				
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_045030620.1	uncharacterized LOC123473640	Daphnia magna	35525	LOC123473640
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_052071173.1	tigger transposable element-derived protein 4-like	Mytilus californianus	6549	
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_057341772.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
XP_028677229.1	tigger transposable element-derived protein 4-like	Erpetoichthys calabaricus	27687	
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_046391530.1	tigger transposable element-derived protein 4-like	Ischnura elegans	197161	
XP_014354320.1	tigger transposable element-derived protein 4-like	Latimeria chalumnae	7897	
XP_050065614.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_054279280.1	tigger transposable element-derived protein 4-like	Macrosteles quadrilineatus	74068	LOC128997667
XP_046382344.1	tigger transposable element-derived protein 4-like	Ischnura elegans	197161	
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
XP_008181524.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103308950
XP_046398104.1	tigger transposable element-derived protein 4-like	Ischnura elegans	197161	
XP_042898282.1	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC122269410
XP_045612068.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612077.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612078.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612081.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612075.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612071.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612079.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612074.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612067.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612069.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612076.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
XP_045612072.1	serine/threonine-protein kinase tousled-like 2	Procambarus clarkii	6728	LOC123766767
CAI6376720.1				
XP_042203871.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_042203869.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_042203870.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_042857459.1	serine/threonine-protein kinase tousled-like 2	Penaeus japonicus	27405	LOC122243801
XP_042203860.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_042203859.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_042203861.1	serine/threonine-protein kinase tousled-like 2	Homarus americanus	6706	LOC121853646
XP_047490197.1	serine/threonine-protein kinase tousled-like 2	Penaeus chinensis	139456	LOC125039888
XP_027225414.1	serine/threonine-protein kinase tousled-like 2	Penaeus vannamei	6689	LOC113817571
XP_042857454.1	serine/threonine-protein kinase tousled-like 2	Penaeus japonicus	27405	LOC122243801
XP_042857461.1	serine/threonine-protein kinase tousled-like 2	Penaeus japonicus	27405	LOC122243801
XP_042857460.1	serine/threonine-protein kinase tousled-like 2	Penaeus japonicus	27405	LOC122243801
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
XP_047490194.1	serine/threonine-protein kinase tousled-like 2	Penaeus chinensis	139456	LOC125039888
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_052071173.1	tigger transposable element-derived protein 4-like	Mytilus californianus	6549	
MCG8079327.1				
KAF0688732.1				
CAF0989001.1				
CAF1162794.1				
CAF0989021.1				
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
VDN13092.1				
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_008182065.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103309140
XP_048738800.2	tigger transposable element-derived protein 4-like	Ostrea edulis	37623	
VDL98746.1				
VZH95297.1				
VDL57543.1				
VDO06102.1				
KAF5398189.1				
CAH8498772.1				
KAA3672133.1				
KAF6779067.1				
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_008179528.1	tigger transposable element-derived protein 4	Acyrthosiphon pisum	7029	
XP_014354320.1	tigger transposable element-derived protein 4-like	Latimeria chalumnae	7897	
XP_028677229.1	tigger transposable element-derived protein 4-like	Erpetoichthys calabaricus	27687	
XP_057341772.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_042898282.1	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC122269410
KAF7259364.1				
CUT99186.1				
XP_054279280.1	tigger transposable element-derived protein 4-like	Macrosteles quadrilineatus	74068	LOC128997667
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
XP_026816812.1	tigger transposable element-derived protein 4-like	Rhopalosiphum maidis	43146	LOC113556201
XP_022778189.1	tigger transposable element-derived protein 6-like	Stylophora pistillata	50429	LOC111319713
XP_046391530.1	tigger transposable element-derived protein 4-like	Ischnura elegans	197161	
XP_046382344.1	tigger transposable element-derived protein 4-like	Ischnura elegans	197161	
VDM31242.1				
XP_013107175.1	splicing factor U2AF 50 kDa subunit	Stomoxys calcitrans	35570	
XP_031632699.1	splicing factor U2AF 50 kDa subunit	Contarinia nasturtii	265458	
XP_053949693.1	splicing factor U2AF 50 kDa subunit-like	Anastrepha ludens	28586	
XP_054730183.1	splicing factor U2AF 50 kDa subunit-like	Anastrepha obliqua	95512	
XP_037888339.1	splicing factor U2AF 50 kDa subunit-like	Glossina fuscipes	7396	
VDK22276.1				
CAH8642905.1				
VDD74324.1				
KAG0442155.1				
CAF0988202.1				
GBC39792.1				
GBC29123.1				
EXX53800.1				
GBC39967.1				
XP_024353518.1	Splicing factor U2AF subunit	Echinococcus granulosus	6210	
XP_017782742.1	splicing factor U2AF 50 kDa subunit	Nicrophorus vespilloides	110193	
GES99300.1				
GES79076.1				
GES85818.1				
GET03375.1				
GES75791.1				
CAB4401894.1				
GBC44118.1				
CAB5295861.1				
GBC29133.2				
GBC27473.2				
GES73452.1				
CAF0801582.1				
KAG0441503.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
CAB5379649.1				
GBC21067.2				
GBC10893.1				
WP_012057499.1				
KAF2074522.1				
MCM1370684.1				
CDS26762.1				
VDL86158.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
KAG0144078.1				
CAD7632233.1				
GME89149.1				
OWB57303.1				
GMF64444.1				
OWB60872.1				
OUM55551.1				
VEL10502.1				
VDN99536.1				
OXB42744.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
KAJ3445775.1				
KTA95578.1				
KAJ3444256.1				
KAJ3444900.1				
KAJ6251697.1				
XP_022463119.1	hypothetical protein	Kazachstania naganishii CBS 8797	1071383	
KAJ3436899.1				
KAJ3449650.1				
KAJ3429647.1				
KAJ3431180.1				
KAJ6246548.1				
KAJ6235905.1				
XP_003677844.1	hypothetical protein	Naumovozyma castellii CBS 4309	1064592	
XP_007416653.1	hypothetical protein	Melampsora larici-populina 98AG31	747676	
XP_015466754.1	Chromatin modification-related protein YNG2	Debaryomyces fabryi	58627	
KAJ3431426.1				
XP_002963669.1	PHD finger protein ING1	Selaginella moellendorffii	88036	
KAK0148541.1				
XP_003288959.1	hypothetical protein	Dictyostelium purpureum	5786	
XP_037139816.1	uncharacterized protein	Torulaspora globosa	48254	
KYQ91584.1				
XP_446883.1	uncharacterized protein	[Candida] glabrata	5478	
KAI8841878.1				
XP_638615.1	PHD zinc finger-containing protein	Dictyostelium discoideum AX4	352472	DDB_G0284411
XP_037143747.1	uncharacterized protein	Zygotorulaspora mrakii	42260	
XP_052223287.1	uncharacterized LOC127839120	Dreissena polymorpha	45954	LOC127839120
OMJ79970.1				
KAI6649750.1				
OMJ76682.1				
OMJ83553.1				
KAJ3224053.1				
KAF3689469.1				
KAJ3248994.1				
KAJ3074886.1				
CCI46590.1				
OQR93514.1				
KAF0726883.1				
KAF0683980.1				
OQR94131.1				
KAF0725968.1				
XP_056130718.1	"tRNA nucleotidyl transferase, CCA-adding, 1"	Lampris incognitus	2546036	
CAG4974917.1				
GBC39792.1				
XP_034068277.1	"CCA tRNA nucleotidyltransferase 1, mitochondrial-like"	Gymnodraco acuticeps	8218	ENSGAUG00000008886
XP_034068218.1	"CCA tRNA nucleotidyltransferase 1, mitochondrial-like"	Gymnodraco acuticeps	8218	ENSGAUG00000008886
XP_008619023.1	small nuclear ribonucleoprotein G	Saprolegnia diclina VS20	1156394	
CAG9563419.1				
CAF4939503.1				
KAF0685318.1				
KAG0441503.1				
XP_008875410.1	hypothetical protein	Aphanomyces invadans	157072	
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
CAG2198877.1				
MCG8079327.1				
XP_008302761.1	tigger transposable element-derived protein 6-like	Stegastes partitus	144197	
CAI6370435.1				
CAF0801582.1				
KAE9546906.1				
CAI6374924.1				
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
CAF1058709.1				
XP_027843888.2	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
CAE6471022.1				
EPQ09777.1				
KAK0139656.1				
ACY45241.1				
KAF4519237.1				
KAI6144306.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
KIO02045.1				
KIP02073.1				
XP_050063327.1	tigger transposable element-derived protein 4-like	Aphis gossypii	80765	
KAF7761220.1				
KAG6333997.1				
KAI0064838.1				
XP_025418338.1	tigger transposable element-derived protein 4-like	Sipha flava	143950	LOC112689052
THH05142.1				
AAZ95087.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
ACY45229.1				
KAI8884555.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
KHN88753.1				
OON23173.1				
KAJ8786010.1				
AKC35206.1				
BBE20978.1				
WP_208967072.1				
NQZ65637.1				
MCK5866944.1				
NQZ65635.1				
MCP4336918.1				
MCK5807028.1				
XP_051600739.1	glycosyltransferase family 3 protein	Pisolithus orientalis	936130	
NQZ65633.1				
XP_007332234.1	hypothetical protein	Agaricus bisporus var. burnettii JB137-S8	597362	
XP_007771748.1	glycosyltransferase family 3 protein	Coniophora puteana RWD-64-598 SS2	741705	
MCK5807310.1				
XP_006457131.1	glycogen synthase	Agaricus bisporus var. bisporus H97	936046	
XP_018733806.1	glycogen (starch) synthase GSY1	Sugiyamaella lignohabitans	796027	
XP_051377972.1	glycogen synthase	Cokeromyces recurvatus	90255	
XP_025379376.1	glycogen synthase	Acaromyces ingoldii	215250	
CAG9563419.1				
CAH2099452.1				
CAG4974917.1				
CAI6370435.1				
CAB3252707.1				
CAI6374924.1				
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
CAB3260931.1				
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
QND78560.1				
CAC5389278.1				
VFQ93858.1				
KAG0442155.1				
CAG9563419.1				
CAI6370435.1				
CAI6374924.1				
XP_008181524.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103308950
CAG4974917.1				
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
GBC10893.1				
XP_043467039.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
GES96528.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
KAG0441503.1				
CAB4407547.1				
GES73500.1				
AII16500.1				
OQR79626.1				
CAH1971277.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
VEN51655.1				
CAI8002170.1				
CAH7718181.1				
GIY13797.1				
CAI6368505.1				
KAE9530927.1				
XP_023237227.1	tigger transposable element-derived protein 4-like	Centruroides sculpturatus	218467	LOC111636250
CAG4635372.1				
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_046680899.1	tigger transposable element-derived protein 6-like	Homalodisca vitripennis	197043	LOC124367816
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_057340566.1	tigger transposable element-derived protein 6-like	Microplitis mediator	375433	
XP_003743159.1	serine/threonine-protein phosphatase 6 catalytic subunit	Galendromus occidentalis	34638	LOC100900733
OXA57598.1				
KAF7271274.1				
TRY63863.1				
CAG9765174.1				
PAV60209.1				
XP_023221205.1	serine/threonine-protein phosphatase 6 catalytic subunit	Centruroides sculpturatus	218467	LOC111622968
PAV82100.1				
XP_003383655.1	serine/threonine-protein phosphatase 6 catalytic subunit-like	Amphimedon queenslandica	400682	
EFO98550.1				
XP_050428097.1	serine/threonine-protein phosphatase 6 catalytic subunit	Adelges cooleyi	133065	LOC126838046
XP_029640369.1	serine/threonine-protein phosphatase 6 catalytic subunit	Octopus sinensis	2607531	LOC115215322
GFR13545.1				
XP_053201347.1	serine/threonine-protein phosphatase 6 catalytic subunit-like	Panonychus citri	50023	LOC128386345
XP_026810478.1	serine/threonine-protein phosphatase 6 catalytic subunit	Rhopalosiphum maidis	43146	LOC113552023
GFT07523.1				
NP_001156317.1	serine/threonine-protein phosphatase 6 catalytic subunit	Acyrthosiphon pisum	7029	
RNA01887.1				
XP_054715884.1	"arginine--tRNA ligase, cytoplasmic-like"	Uloborus diversus	327109	LOC129225317
KFM80597.1				
XP_033111883.1	"arginine--tRNA ligase, cytoplasmic-like"	Anneissia japonica	1529436	LOC117112813
XP_003106024.2	hypothetical protein	Caenorhabditis remanei	31234	
CAI5446664.1				
PIC38048.1				
CAD2198437.1				
GIY84617.1				
CAD2177670.1				
UMM23571.1				
UMM23570.1				
XP_042305814.1	arginyl-tRNA synthetase 1	Sceloporus undulatus	8520	
WP_208967072.1				
WP_148708480.1				
KAF0884339.1				
PKU40962.1				
PIK57080.1				
XP_002642214.1	Protein CBR-RARS-1	Caenorhabditis briggsae	6238	
XP_042901698.1	"arginine--tRNA ligase, cytoplasmic"	Parasteatoda tepidariorum	114398	LOC107445521
XP_053703744.1	arginyl-tRNA synthetase 1	Synchiropus splendidus	270530	
KAI6658570.1				
XP_020007595.1	putative SMEK homolog 3	Castor canadensis	51338	
KAI4471113.1				
XP_032604756.2	protein phosphatase 4 regulatory subunit 3A	Taeniopygia guttata	59729	
XP_039079023.1	serine/threonine-protein phosphatase 4 regulatory subunit 3B-like	Hyaena hyaena	95912	
KAG0433983.1				
KAG0430016.1				
KAI8754169.1				
KAI8773996.1				
XP_022110004.1	serine/threonine-protein phosphatase 4 regulatory subunit 3A-like	Acanthaster planci	133434	LOC110989732
VDI84323.1				
VDI84321.1				
XP_018021486.1	serine/threonine-protein phosphatase 4 regulatory subunit 3B	Hyalella azteca	294128	
KAK0069835.1				
XP_018008843.1	serine/threonine-protein phosphatase 4 regulatory subunit 3	Hyalella azteca	294128	
VDI84322.1				
CAC5407480.1				
XP_032855268.2	ubiquilin-2-like	Tyto alba	56313	
XP_055886368.1	structural maintenance of chromosomes protein 6-like	Biomphalaria glabrata	6526	
XP_055886369.1	structural maintenance of chromosomes protein 6-like	Biomphalaria glabrata	6526	
XP_041357127.1	structural maintenance of chromosomes protein 6-like	Gigantopelta aegis	1735272	LOC121374205
